,price
6343,550000
6344,215000
6345,331500
6346,826000
6347,635000
6348,510000
6349,115000
6350,1010000
6351,270000
6352,625000
6353,381000
6354,411500
6355,249000
6356,775000
6357,350000
6358,139000
6359,1120000
6360,315000
6361,2575000
6362,620000
6363,290000
6364,311000
6365,455000
6366,452100
6367,390000
6368,420000
6369,950000
6370,292000
6371,267300
6372,245000
6373,750000
6374,464625
6375,1100000
6376,346950
6377,530000
6378,273950
6379,245000
6380,598555
6381,576000
6382,289500
6383,239000
6384,759000
6385,372000
6386,769950
6387,676000
6388,588000
6389,145600
6390,420000
6391,347950
6392,475000
6393,452000
6394,278000
6395,572000
6396,695000
6397,625000
6398,360000
6399,480000
6400,189000
6401,300000
6402,660500
6403,560000
6404,314950
6405,580000
6406,1900000
6407,565000
6408,415000
6409,283000
6410,562000
6411,370000
6412,556000
6413,375000
6414,455000
6415,625000
6416,279000
6417,355000
6418,879000
6419,275000
6420,400000
6421,285000
6422,450000
6423,372400
6424,410000
6425,512500
6426,559000
6427,665000
6428,863000
6429,324800
6430,3200000
6431,290000
6432,550000
6433,1460000
6434,810000
6435,297000
6436,246000
6437,1290000
6438,1050000
6439,230000
6440,599950
6441,679000
6442,400000
6443,435000
6444,3100000
6445,610000
6446,385000
6447,650000
6448,300000
6449,485000
6450,350000
6451,395000
6452,175000
6453,752875
6454,437000
6455,650000
6456,1875000
6457,309950
6458,450000
6459,660000
6460,323000
6461,399990
6462,652000
6463,385000
6464,215000
6465,375000
6466,651000
6467,312000
6468,355000
6469,295000
6470,700180
6471,1075000
6472,209950
6473,270000
6474,384950
6475,1050000
6476,285000
6477,835000
6478,537500
6479,1795000
6480,369900
6481,417000
6482,242500
6483,507000
6484,205000
6485,524225
6486,359950
6487,235000
6488,460000
6489,595000
6490,246000
6491,675000
6492,495000
6493,149000
6494,598850
6495,225000
6496,275000
6497,349950
6498,602000
6499,515000
6500,299000
6501,442500
6502,1800000
6503,345500
6504,264950
6505,215000
6506,800000
6507,482975
6508,389000
6509,838000
6510,408000
6511,350000
6512,575000
6513,235000
6514,410000
6515,210000
6516,330000
6517,326000
6518,640000
6519,425000
6520,429000
6521,616000
6522,1310000
6523,457000
6524,1564350
6525,206000
6526,633000
6527,1698000
6528,699999
6529,550000
6530,309212
6531,506000
6532,475000
6533,525000
6534,440000
6535,302000
6536,570000
6537,279000
6538,530000
6539,575000
6540,695000
6541,718000
6542,410500
6543,465000
6544,650000
6545,400000
6546,840000
6547,230000
6548,680000
6549,257000
6550,260000
6551,389000
6552,645000
6553,729000
6554,1862000
6555,203000
6556,205000
6557,335000
6558,652450
6559,619500
6560,450000
6561,675000
6562,352000
6563,550000
6564,562000
6565,299000
6566,216300
6567,390000
6568,600000
6569,635000
6570,530000
6571,800000
6572,589000
6573,570000
6574,500000
6575,437718
6576,980000
6577,237000
6578,524250
6579,845000
6580,248000
6581,1650000
6582,387500
6583,550000
6584,248000
6585,539950
6586,740000
6587,310000
6588,330000
6589,325000
6590,397000
6591,457500
6592,525000
6593,518000
6594,650000
6595,838300
6596,446800
6597,334950
6598,662500
6599,229500
6600,490000
6601,539000
6602,350000
6603,1225000
6604,390000
6605,317500
6606,299000
6607,285000
6608,290000
6609,500000
6610,500000
6611,95000
6612,340000
6613,398096
6614,473600
6615,353000
6616,729953
6617,339990
6618,530000
6619,435000
6620,905000
6621,650000
6622,725000
6623,360000
6624,699950
6625,200000
6626,790000
6627,368500
6628,560000
6629,590000
6630,880000
6631,639000
6632,500000
6633,632000
6634,765000
6635,278000
6636,1400000
6637,599000
6638,385000
6639,107000
6640,385000
6641,808100
6642,890000
6643,350000
6644,543000
6645,641500
6646,725000
6647,353000
6648,358000
6649,439950
6650,350000
6651,560000
6652,195500
6653,750000
6654,470000
6655,224000
6656,1050000
6657,799900
6658,150000
6659,240000
6660,300000
6661,390000
6662,460000
6663,475000
6664,309950
6665,590000
6666,458500
6667,1500000
6668,250000
6669,941000
6670,397500
6671,1410000
6672,364000
6673,260000
6674,520000
6675,258000
6676,830000
6677,280500
6678,438000
6679,252000
6680,800866
6681,312000
6682,490000
6683,563500
6684,689800
6685,800000
6686,445000
6687,325000
6688,299000
6689,580000
6690,505400
6691,410000
6692,942000
6693,480000
6694,575000
6695,385000
6696,449999
6697,400000
6698,475000
6699,420000
6700,766000
6701,390000
6702,695000
6703,375000
6704,769995
6705,585000
6706,715000
6707,95000
6708,422250
6709,656500
6710,1007500
6711,818000
6712,1776000
6713,550000
6714,765000
6715,418000
6716,850000
6717,1175000
6718,379900
6719,678500
6720,289000
6721,318000
6722,272750
6723,255000
6724,501000
6725,350000
6726,256000
6727,589000
6728,300000
6729,661000
6730,295000
6731,614000
6732,397500
6733,1240000
6734,600000
6735,1411600
6736,545000
6737,725000
6738,1029000
6739,336000
6740,720000
6741,462550
6742,349990
6743,860000
6744,400000
6745,675000
6746,775000
6747,350000
6748,533300
6749,441000
6750,687500
6751,495000
6752,493000
6753,190000
6754,268000
6755,505000
6756,1265000
6757,369950
6758,625000
6759,667500
6760,350000
6761,605000
6762,960000
6763,206000
6764,664950
6765,375000
6766,560000
6767,246700
6768,379950
6769,998000
6770,360000
6771,195000
6772,530000
6773,1125000
6774,820000
6775,280000
6776,980000
6777,562000
6778,232900
6779,720000
6780,1010000
6781,300000
6782,367500
6783,569995
6784,294000
6785,464000
6786,588000
6787,721000
6788,323000
6789,490000
6790,395000
6791,692500
6792,286000
6793,380000
6794,1399950
6795,499431
6796,351999
6797,785000
6798,490000
6799,239000
6800,440000
6801,485000
6802,555000
6803,315500
6804,400000
6805,699000
6806,345000
6807,344900
6808,474000
6809,208000
6810,1544500
6811,585000
6812,204000
6813,268000
6814,475000
6815,539000
6816,771150
6817,253000
6818,329950
6819,350000
6820,458450
6821,465000
6822,358000
6823,602000
6824,261000
6825,1078500
6826,781000
6827,802500
6828,905000
6829,335000
6830,475000
6831,427000
6832,620000
6833,465000
6834,910000
6835,316000
6836,458000
6837,380000
6838,230000
6839,1920000
6840,254000
6841,530000
6842,509000
6843,176000
6844,225000
6845,292500
6846,655000
6847,799000
6848,1459000
6849,430000
6850,878000
6851,2458000
6852,660000
6853,283000
6854,372000
6855,436500
6856,390000
6857,507250
6858,255000
6859,825000
6860,370000
6861,324000
6862,325000
6863,245000
6864,247200
6865,1646000
6866,698000
6867,340000
6868,451000
6869,810000
6870,455000
6871,350000
6872,962800
6873,530200
6874,180000
6875,228000
6876,658000
6877,172000
6878,310000
6879,561500
6880,490000
6881,840000
6882,360000
6883,591500
6884,500000
6885,169900
6886,520000
6887,330000
6888,435000
6889,500000
6890,550000
6891,425000
6892,520000
6893,359900
6894,1950000
6895,312000
6896,320000
6897,440250
6898,500000
6899,286300
6900,583000
6901,289000
6902,700000
6903,910000
6904,577500
6905,310000
6906,295500
6907,790000
6908,245000
6909,535000
6910,381000
6911,464050
6912,551000
6913,439000
6914,896000
6915,635000
6916,339000
6917,511200
6918,240000
6919,165000
6920,459800
6921,299000
6922,642000
6923,262000
6924,475000
6925,593500
6926,160000
6927,408000
6928,256000
6929,350000
6930,230000
6931,605000
6932,325000
6933,704000
6934,523000
6935,370000
6936,1452000
6937,525000
6938,460000
6939,475000
6940,368000
6941,497000
6942,485000
6943,438000
6944,380000
6945,760000
6946,190000
6947,317000
6948,678940
6949,310000
6950,491150
6951,734200
6952,413450
6953,243400
6954,638000
6955,450000
6956,815000
6957,570000
6958,1900000
6959,247000
6960,442500
6961,339950
6962,296000
6963,305000
6964,250000
6965,875000
6966,575000
6967,675000
6968,565000
6969,600000
6970,252000
6971,385000
6972,525000
6973,635000
6974,170500
6975,232500
6976,270000
6977,641250
6978,530000
6979,525300
6980,245000
6981,290000
6982,361280
6983,345000
6984,330000
6985,260000
6986,594950
6987,299900
6988,975000
6989,144975
6990,439000
6991,495000
6992,685650
6993,856500
6994,300000
6995,560000
6996,387000
6997,648000
6998,891500
6999,865000
7000,845000
7001,599950
7002,1216000
7003,255000
7004,495800
7005,293000
7006,299000
7007,550000
7008,450000
7009,302200
7010,308000
7011,370000
7012,334000
7013,384435
7014,329900
7015,1610000
7016,2288000
7017,409000
7018,300000
7019,620000
7020,772500
7021,370000
7022,998160
7023,759990
7024,349500
7025,565000
7026,430000
7027,346300
7028,595000
7029,537000
7030,232000
7031,230000
7032,715000
7033,600000
7034,540000
7035,529950
7036,599000
7037,445830
7038,439900
7039,400000
7040,303210
7041,482500
7042,325000
7043,1051000
7044,780000
7045,440000
7046,450000
7047,685000
7048,435000
7049,560000
7050,330000
7051,379950
7052,1250000
7053,678100
7054,829000
7055,660000
7056,640000
7057,375000
7058,216000
7059,885000
7060,375000
7061,219900
7062,169000
7063,212000
7064,210000
7065,505000
7066,407000
7067,730000
7068,1234580
7069,326000
7070,1180000
7071,330000
7072,407450
7073,440000
7074,265500
7075,631000
7076,372500
7077,775900
7078,472000
7079,276000
7080,521000
7081,965800
7082,540000
7083,990000
7084,592500
7085,268000
7086,570000
7087,505000
7088,515000
7089,485000
7090,649950
7091,539000
7092,272000
7093,525000
7094,405000
7095,438000
7096,960000
7097,235000
7098,559000
7099,540000
7100,560000
7101,409000
7102,253500
7103,419000
7104,791000
7105,1101000
7106,795000
7107,649950
7108,480500
7109,227950
7110,416286
7111,710000
7112,560000
7113,270000
7114,380000
7115,490000
7116,458000
7117,265000
7118,735000
7119,280000
7120,620000
7121,464000
7122,775000
7123,435000
7124,240000
7125,513000
7126,295000
7127,407500
7128,446000
7129,349950
7130,280000
7131,240000
7132,207000
7133,646000
7134,425000
7135,235000
7136,975000
7137,608000
7138,343000
7139,240000
7140,287000
7141,534950
7142,525000
7143,289000
7144,1695000
7145,788000
7146,375000
7147,335000
7148,397000
7149,1067000
7150,280000
7151,1480000
7152,715000
7153,715000
7154,388000
7155,311000
7156,735000
7157,315000
7158,271000
7159,424950
7160,785000
7161,1395000
7162,490000
7163,528000
7164,290000
7165,405100
7166,480000
7167,150000
7168,577000
7169,1925000
7170,395300
7171,253000
7172,435000
7173,470000
7174,272000
7175,400000
7176,449950
7177,400000
7178,399950
7179,1250000
7180,850000
7181,950000
7182,392500
7183,555000
7184,369946
7185,360000
7186,425000
7187,575000
7188,459000
7189,449000
7190,294000
7191,168500
7192,303000
7193,2479000
7194,340000
7195,525000
7196,300000
7197,517500
7198,212625
7199,399000
7200,326188
7201,1070000
7202,499000
7203,280000
7204,1280000
7205,189650
7206,625000
7207,234950
7208,590000
7209,439000
7210,530100
7211,498000
7212,680000
7213,417000
7214,386500
7215,325000
7216,479000
7217,382495
7218,259000
7219,733500
7220,389000
7221,319950
7222,206000
7223,630000
7224,655000
7225,607500
7226,533000
7227,340000
7228,370000
7229,417000
7230,408200
7231,549900
7232,535000
7233,325000
7234,978000
7235,725000
7236,225000
7237,608000
7238,436000
7239,1960000
7240,525000
7241,1000000
7242,479000
7243,468000
7244,650000
7245,257500
7246,559900
7247,899000
7248,550000
7249,367999
7250,940000
7251,245560
7252,325000
7253,1028000
7254,246900
7255,289275
7256,520000
7257,690000
7258,413252
7259,250000
7260,692500
7261,199950
7262,925000
7263,775000
7264,490000
7265,330000
7266,1365000
7267,820000
7268,343000
7269,255000
7270,312500
7271,655000
7272,530000
7273,954500
7274,459900
7275,550000
7276,639000
7277,270000
7278,433500
7279,565000
7280,597500
7281,525000
7282,220000
7283,235000
7284,321000
7285,275000
7286,535000
7287,390000
7288,705000
7289,365000
7290,350000
7291,395000
7292,503000
7293,193500
7294,664000
7295,285000
7296,530000
7297,556000
7298,290000
7299,370000
7300,607000
7301,200000
7302,521000
7303,535000
7304,560000
7305,465000
7306,498500
7307,590000
7308,749000
7309,605000
7310,465000
7311,743000
7312,425000
7313,875000
7314,385000
7315,410000
7316,239800
7317,699000
7318,974350
7319,285000
7320,380000
7321,86500
7322,319500
7323,425000
7324,575000
7325,799000
7326,240000
7327,357950
7328,550000
7329,275000
7330,480000
7331,110000
7332,548000
7333,335750
7334,425000
7335,292500
7336,330000
7337,554820
7338,582000
7339,557000
7340,950000
7341,212644
7342,354000
7343,500000
7344,240000
7345,971971
7346,412000
7347,408000
7348,583500
7349,1454000
7350,222000
7351,278000
7352,450000
7353,510000
7354,887250
7355,308950
7356,730000
7357,1220000
7358,625700
7359,197400
7360,499000
7361,360000
7362,357000
7363,337500
7364,700000
7365,303000
7366,780000
7367,890000
7368,545000
7369,413107
7370,770000
7371,495000
7372,815000
7373,505000
7374,235000
7375,248000
7376,227000
7377,660000
7378,549950
7379,700000
7380,331000
7381,1500000
7382,405500
7383,550000
7384,225000
7385,580000
7386,561000
7387,415000
7388,290000
7389,820000
7390,667400
7391,590000
7392,525000
7393,555000
7394,235000
7395,645000
7396,465000
7397,340000
7398,393000
7399,299950
7400,1289990
7401,590000
7402,355000
7403,555000
7404,110000
7405,370000
7406,810000
7407,358000
7408,447000
7409,630000
7410,217450
7411,814000
7412,450000
7413,1500000
7414,1099880
7415,231500
7416,680000
7417,540000
7418,510000
7419,466200
7420,554000
7421,862500
7422,1095000
7423,475000
7424,291750
7425,489950
7426,385000
7427,355000
7428,450000
7429,419000
7430,1295000
7431,898000
7432,1650000
7433,355000
7434,222000
7435,240500
7436,245000
7437,849990
7438,823000
7439,760000
7440,380000
7441,525000
7442,555000
7443,680000
7444,390000
7445,330000
7446,850000
7447,325000
7448,565000
7449,289900
7450,250000
7451,375000
7452,499000
7453,477000
7454,154500
7455,319990
7456,375000
7457,372500
7458,349950
7459,205000
7460,392500
7461,795000
7462,465000
7463,170500
7464,325000
7465,306500
7466,325000
7467,1308000
7468,396500
7469,249900
7470,285000
7471,1195000
7472,231200
7473,1210000
7474,257500
7475,865000
7476,439950
7477,350000
7478,229950
7479,195000
7480,180000
7481,260000
7482,275000
7483,805000
7484,540000
7485,610000
7486,400000
7487,425000
7488,408000
7489,648000
7490,700000
7491,300000
7492,885000
7493,542126
7494,551000
7495,448000
7496,310000
7497,280000
7498,183000
7499,575000
7500,740000
7501,435000
7502,191000
7503,625000
7504,300000
7505,145000
7506,732600
7507,360000
7508,851000
7509,250000
7510,192500
7511,443000
7512,521000
7513,374000
7514,920000
7515,335000
7516,330000
7517,358800
7518,175000
7519,394950
7520,600000
7521,277000
7522,375000
7523,825000
7524,207200
7525,184500
7526,150000
7527,282900
7528,240000
7529,740000
7530,385000
7531,864000
7532,465000
7533,397500
7534,390500
7535,596000
7536,250000
7537,300000
7538,299999
7539,320000
7540,456000
7541,419950
7542,605000
7543,340000
7544,791000
7545,400000
7546,325000
7547,264000
7548,1510000
7549,1062500
7550,278000
7551,305000
7552,240000
7553,660000
7554,218000
7555,455950
7556,265000
7557,288000
7558,552000
7559,592500
7560,793000
7561,571900
7562,500000
7563,575000
7564,230000
7565,713000
7566,315000
7567,379900
7568,1100000
7569,448000
7570,300000
7571,316000
7572,450000
7573,287000
7574,313300
7575,790000
7576,480000
7577,196500
7578,484000
7579,360000
7580,412000
7581,285000
7582,875000
7583,617000
7584,514000
7585,325000
7586,775000
7587,294000
7588,265000
7589,395000
7590,168000
7591,555950
7592,697000
7593,259000
7594,496700
7595,369950
7596,304000
7597,518000
7598,648000
7599,403500
7600,415000
7601,979700
7602,319000
7603,784000
7604,309000
7605,264000
7606,250000
7607,489000
7608,965000
7609,294000
7610,927000
7611,305000
7612,805000
7613,612500
7614,680000
7615,1300000
7616,465000
7617,359500
7618,825050
7619,1598000
7620,279950
7621,357500
7622,1050000
7623,390000
7624,299900
7625,1285000
7626,412000
7627,375000
7628,408000
7629,880000
7630,435000
7631,675000
7632,1150000
7633,325000
7634,716500
7635,530000
7636,317750
7637,810000
7638,3100000
7639,616000
7640,805000
7641,110000
7642,221700
7643,299950
7644,589950
7645,615000
7646,449500
7647,350000
7648,935000
7649,579950
7650,206325
7651,260000
7652,560000
7653,535000
7654,575000
7655,360000
7656,535000
7657,699850
7658,390000
7659,1180000
7660,805000
7661,1675000
7662,430760
7663,1210000
7664,246950
7665,575000
7666,192500
7667,182568
7668,850000
7669,315000
7670,225000
7671,543000
7672,345000
7673,295000
7674,1195000
7675,361000
7676,568000
7677,259000
7678,600000
7679,1408760
7680,210000
7681,445000
7682,525000
7683,784950
7684,419000
7685,562100
7686,370000
7687,1169000
7688,225000
7689,368500
7690,979000
7691,419900
7692,519900
7693,509007
7694,700000
7695,350000
7696,580000
7697,485000
7698,645000
7699,1500000
7700,805000
7701,620000
7702,620000
7703,306000
7704,430000
7705,337000
7706,470000
7707,2175000
7708,460000
7709,475000
7710,887500
7711,379500
7712,339000
7713,789500
7714,230000
7715,305000
7716,212000
7717,819995
7718,425000
7719,225000
7720,515000
7721,465000
7722,779000
7723,350000
7724,499000
7725,237000
7726,345000
7727,299950
7728,229999
7729,1240000
7730,736000
7731,485000
7732,650880
7733,829950
7734,306000
7735,692000
7736,450000
7737,616000
7738,1400000
7739,715500
7740,1000000
7741,585000
7742,589410
7743,832600
7744,205000
7745,285000
7746,600000
7747,195000
7748,777000
7749,453500
7750,340000
7751,305000
7752,2000000
7753,1240000
7754,590000
7755,305000
7756,225000
7757,696500
7758,525000
7759,420000
7760,506000
7761,2250000
7762,754000
7763,275500
7764,515000
7765,750000
